State,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price
Himachal Pradesh,Chamba,Chamba,Bottle gourd,Other,FAQ,3000.0,3500.0,3250.0
Himachal Pradesh,Chamba,Chamba,Brinjal,Other,FAQ,3000.0,3500.0,3250.0
Himachal Pradesh,Chamba,Chamba,Cabbage,Other,FAQ,1800.0,2000.0,1900.0
Himachal Pradesh,Chamba,Chamba,Capsicum,Other,FAQ,4500.0,5000.0,4750.0
Himachal Pradesh,Chamba,Chamba,Carrot,Other,FAQ,2500.0,3000.0,2750.0
Himachal Pradesh,Chamba,Chamba,Colacasia,Other,FAQ,5000.0,5500.0,5250.0
Himachal Pradesh,Chamba,Chamba,Cucumbar(Kheera),Other,FAQ,2500.0,3000.0,2750.0
Himachal Pradesh,Chamba,Chamba,Green Chilli,Other,FAQ,4000.0,4500.0,4250.0
Himachal Pradesh,Chamba,Chamba,Lemon,Lemon,FAQ,6000.0,8000.0,7000.0
Himachal Pradesh,Hamirpur,Hamirpur,Apple,Other,Medium,18000.0,19000.0,18500.0
Himachal Pradesh,Hamirpur,Hamirpur,Banana,Other,Medium,2600.0,2700.0,2650.0
Himachal Pradesh,Hamirpur,Hamirpur,Bhindi(Ladies Finger),Other,FAQ,3500.0,4000.0,3750.0
Himachal Pradesh,Hamirpur,Hamirpur,Bitter gourd,Other,FAQ,3000.0,3500.0,3250.0
Himachal Pradesh,Hamirpur,Hamirpur,Bottle gourd,Other,FAQ,3000.0,4000.0,3500.0
Himachal Pradesh,Hamirpur,Hamirpur,Brinjal,Other,FAQ,3000.0,3500.0,3250.0
Himachal Pradesh,Hamirpur,Hamirpur,Cabbage,Other,FAQ,1500.0,1800.0,1650.0
Himachal Pradesh,Hamirpur,Hamirpur,Capsicum,Other,FAQ,4000.0,4500.0,4250.0
Himachal Pradesh,Hamirpur,Hamirpur,Carrot,Other,FAQ,3500.0,5000.0,4200.0
Himachal Pradesh,Hamirpur,Hamirpur,Cauliflower,Other,FAQ,6000.0,7000.0,6500.0
Himachal Pradesh,Hamirpur,Hamirpur,Colacasia,Other,FAQ,3800.0,4000.0,3900.0
Himachal Pradesh,Hamirpur,Hamirpur,Cucumbar(Kheera),Other,FAQ,2300.0,2500.0,2400.0
Himachal Pradesh,Hamirpur,Hamirpur,French Beans (Frasbean),Other,FAQ,6000.0,6500.0,6250.0
Himachal Pradesh,Hamirpur,Hamirpur,Garlic,Garlic,FAQ,10000.0,13000.0,11500.0
Himachal Pradesh,Hamirpur,Hamirpur,Green Chilli,Other,FAQ,4000.0,5000.0,4500.0
Himachal Pradesh,Hamirpur,Hamirpur,Lemon,Other,FAQ,5000.0,6000.0,5500.0
Himachal Pradesh,Hamirpur,Hamirpur,Litchi,Other,Medium,5500.0,6000.0,5750.0
Himachal Pradesh,Hamirpur,Hamirpur,Mango,Dusheri,Medium,5000.0,5500.0,5250.0
Himachal Pradesh,Hamirpur,Hamirpur,Mango,Totapuri,Medium,5500.0,6000.0,5750.0
Himachal Pradesh,Hamirpur,Hamirpur,Mousambi(Sweet Lime),Other,Medium,7000.0,8000.0,7500.0
Himachal Pradesh,Hamirpur,Hamirpur,Onion,Other,FAQ,2500.0,2600.0,2550.0
Himachal Pradesh,Hamirpur,Hamirpur,Papaya,Other,Medium,3500.0,4000.0,3750.0
Himachal Pradesh,Hamirpur,Hamirpur,Pear(Marasebu),Other,Medium,12000.0,13000.0,12500.0
Himachal Pradesh,Hamirpur,Hamirpur,Peas Wet,Other,FAQ,5500.0,6000.0,5750.0
Himachal Pradesh,Hamirpur,Hamirpur,Plum,Other,Medium,6500.0,7000.0,6750.0
Himachal Pradesh,Hamirpur,Hamirpur,Pomegranate,Other,Medium,14500.0,15000.0,14700.0
Himachal Pradesh,Hamirpur,Hamirpur,Potato,Desi,FAQ,1200.0,1800.0,1500.0
Himachal Pradesh,Hamirpur,Hamirpur,Sponge gourd,Other,FAQ,3000.0,4000.0,3500.0
Himachal Pradesh,Hamirpur,Hamirpur,Squash(Chappal Kadoo),Other,FAQ,2000.0,3000.0,2500.0
Himachal Pradesh,Hamirpur,Hamirpur,Tinda,Other,FAQ,3800.0,4000.0,3900.0
Himachal Pradesh,Hamirpur,Hamirpur,Tomato,Other,FAQ,7000.0,9000.0,8000.0
Himachal Pradesh,Hamirpur,Hamirpur,Water Melon,Other,Medium,2500.0,3000.0,2750.0
Himachal Pradesh,Kangra,Kangra,Apple,Other,Medium,15000.0,18000.0,16500.0
Himachal Pradesh,Kangra,Kangra,Banana,Other,Medium,3500.0,4000.0,3750.0
Himachal Pradesh,Kangra,Kangra,Bhindi(Ladies Finger),Other,FAQ,3500.0,4000.0,3750.0
Himachal Pradesh,Kangra,Kangra,Bitter gourd,Other,FAQ,3800.0,4000.0,3900.0
Himachal Pradesh,Kangra,Kangra,Bottle gourd,Other,FAQ,3800.0,4000.0,3900.0
Himachal Pradesh,Kangra,Kangra,Brinjal,Other,FAQ,3500.0,4000.0,3750.0
Himachal Pradesh,Kangra,Kangra,Cabbage,Other,FAQ,1200.0,1400.0,1300.0
Himachal Pradesh,Kangra,Kangra,Capsicum,Other,FAQ,3500.0,4000.0,3750.0
Himachal Pradesh,Kangra,Kangra,Carrot,Other,FAQ,3200.0,3500.0,3350.0
Himachal Pradesh,Kangra,Kangra,Cauliflower,Other,FAQ,5000.0,6000.0,5500.0
Himachal Pradesh,Kangra,Kangra,Colacasia,Colacasia,FAQ,3500.0,4000.0,3750.0
Himachal Pradesh,Kangra,Kangra,Coriander(Leaves),Other,FAQ,12000.0,15000.0,13500.0
Himachal Pradesh,Kangra,Kangra,Cucumbar(Kheera),Other,FAQ,3000.0,5000.0,4000.0
Himachal Pradesh,Kangra,Kangra,French Beans (Frasbean),Other,FAQ,6000.0,7000.0,6500.0
Himachal Pradesh,Kangra,Kangra,Green Chilli,Other,FAQ,5000.0,5500.0,5250.0
Himachal Pradesh,Kangra,Kangra,Guava,Other,Medium,10000.0,12000.0,11000.0
Himachal Pradesh,Kangra,Kangra,Lemon,Other,FAQ,4000.0,4500.0,4250.0
Himachal Pradesh,Kangra,Kangra,Litchi,Other,Medium,6000.0,6500.0,6250.0
Himachal Pradesh,Kangra,Kangra,Mango,Other,Medium,3000.0,8500.0,5750.0
Himachal Pradesh,Kangra,Kangra,Mousambi(Sweet Lime),Other,Medium,8000.0,10000.0,9000.0
Himachal Pradesh,Kangra,Kangra,Onion,Other,FAQ,2500.0,2700.0,2600.0
Himachal Pradesh,Kangra,Kangra,Papaya,Other,Medium,4000.0,4500.0,4250.0
Himachal Pradesh,Kangra,Kangra,Peach,Other,Medium,9000.0,10000.0,9500.0
Himachal Pradesh,Kangra,Kangra,Pear(Marasebu),Other,Medium,6500.0,7000.0,6750.0
Himachal Pradesh,Kangra,Kangra,Peas cod,Other,FAQ,5000.0,5500.0,5250.0
Himachal Pradesh,Kangra,Kangra,Pineapple,Other,Medium,4000.0,4500.0,4250.0
Himachal Pradesh,Kangra,Kangra,Plum,Other,Medium,5000.0,6000.0,5500.0
Himachal Pradesh,Kangra,Kangra,Pomegranate,Other,Medium,12000.0,14000.0,13000.0
Himachal Pradesh,Kangra,Kangra,Potato,Other,FAQ,1300.0,1400.0,1350.0
Himachal Pradesh,Kangra,Kangra,Pumpkin,Other,FAQ,1800.0,2000.0,1900.0
Himachal Pradesh,Kangra,Kangra,Tomato,Other,FAQ,7000.0,8500.0,7750.0
Himachal Pradesh,Kangra,Kangra,Water Melon,Water Melon,Medium,1800.0,2000.0,1900.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Apple,Apple,Medium,9000.0,13000.0,12000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Banana,Banana - Ripe,Medium,2800.0,3000.0,3000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Bhindi(Ladies Finger),Bhindi,FAQ,3800.0,4000.0,4000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Bottle gourd,Bottle Gourd,FAQ,3000.0,5000.0,3000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Brinjal,Brinjal,FAQ,3000.0,4000.0,4000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Cabbage,Cabbage,FAQ,1700.0,1800.0,1800.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Capsicum,Capsicum,FAQ,6000.0,6000.0,6000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Carrot,Carrot,FAQ,3000.0,3500.0,3000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Cauliflower,Cauliflower,FAQ,6000.0,6500.0,6500.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Cucumbar(Kheera),Cucumbar,FAQ,3000.0,3500.0,3500.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Green Chilli,Green Chilly,FAQ,6000.0,7000.0,6000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Lemon,Lemon,FAQ,5000.0,5000.0,5000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Onion,Onion,FAQ,1600.0,1900.0,1700.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Papaya,Other,Medium,4000.0,4500.0,4500.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Peas Wet,Other,FAQ,7000.0,8000.0,8000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Potato,Potato,FAQ,1600.0,1900.0,1800.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Raddish,Other,FAQ,3000.0,3200.0,3000.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Tomato,Tomato,FAQ,6500.0,7000.0,7000.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Apple,Apple,Medium,7000.0,19000.0,13000.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Banana,Banana - Ripe,Medium,4000.0,4500.0,4250.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Bhindi(Ladies Finger),Bhindi,FAQ,3800.0,4500.0,4150.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Bitter gourd,Bitter Gourd,FAQ,4300.0,4500.0,4400.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Bottle gourd,Bottle Gourd,FAQ,2800.0,3500.0,3150.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Brinjal,Brinjal,FAQ,4200.0,4500.0,4350.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cabbage,Cabbage,FAQ,2100.0,2200.0,2150.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Capsicum,Capsicum,FAQ,4500.0,5000.0,4750.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Carrot,Carrot,FAQ,3600.0,3700.0,3650.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cauliflower,Cauliflower,FAQ,6500.0,6600.0,6550.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Colacasia,Colacasia,FAQ,4000.0,4500.0,4250.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cucumbar(Kheera),Cucumbar,FAQ,3400.0,3500.0,3450.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Green Chilli,Green Chilly,FAQ,7200.0,7400.0,7300.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Karbuja(Musk Melon),Karbhuja,Medium,2500.0,3500.0,3000.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Lemon,Lemon,FAQ,4800.0,5000.0,4900.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Mango,Dusheri,Medium,4600.0,4800.0,4700.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Mango,Safeda,Medium,8200.0,8400.0,8300.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Mango,Totapuri,Medium,5600.0,5700.0,5650.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Onion,1st Sort,FAQ,2600.0,2700.0,2650.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Papaya,Other,Medium,5600.0,6000.0,5800.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Pear(Marasebu),Pears,Medium,7600.0,7800.0,7700.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Peas Wet,Peas Wet,FAQ,8800.0,9000.0,8900.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Plum,Other,Medium,3800.0,4200.0,4000.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Potato,Potato,FAQ,2000.0,2200.0,2100.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Pumpkin,Pumpkin,FAQ,1300.0,1400.0,1350.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Sponge gourd,Sponge gourd,FAQ,4600.0,4700.0,4650.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Tinda,Other,FAQ,3600.0,3700.0,3650.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Tomato,Tomato,FAQ,7400.0,8000.0,7600.0
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Water Melon,Other,Medium,1500.0,1600.0,1550.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Apple,American,Medium,15000.0,18000.0,16500.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Banana,Amruthapani,Medium,3500.0,4000.0,3750.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Bhindi(Ladies Finger),Bhindi,FAQ,3500.0,4000.0,3750.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Bitter gourd,Bitter Gourd,FAQ,3500.0,3800.0,3650.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Bottle gourd,Bottle Gourd,FAQ,2000.0,2500.0,2250.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Brinjal,Arkasheela Mattigulla,FAQ,3800.0,4000.0,3900.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Cabbage,Cabbage,FAQ,1200.0,1400.0,1300.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Capsicum,Capsicum,FAQ,3500.0,3800.0,3650.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Cauliflower,African Sarson,FAQ,5000.0,6000.0,5500.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Colacasia,Colacasia,FAQ,3500.0,3800.0,3650.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Cucumbar(Kheera),Cucumbar,FAQ,3000.0,4500.0,3750.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),French Beans (Frasbean),French Beans (Frasbean),FAQ,6000.0,6500.0,6250.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Mango,Other,Medium,3000.0,8000.0,5500.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Onion,1st Sort,FAQ,2400.0,2600.0,2500.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Peas cod,Other,FAQ,5000.0,5500.0,5250.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Potato,(Red Nanital),FAQ,1300.0,1400.0,1350.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Pumpkin,Other,FAQ,1800.0,2000.0,1900.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Spinach,Other,FAQ,3500.0,3800.0,3650.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Sponge gourd,Other,FAQ,3500.0,3800.0,3650.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Tinda,Other,FAQ,3000.0,3500.0,3250.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Tomato,Deshi,FAQ,7000.0,8500.0,7750.0
Himachal Pradesh,Kangra,Palampur,Apple,Apple,Medium,6000.0,18000.0,12000.0
Himachal Pradesh,Kangra,Palampur,Banana,Banana - Ripe,Medium,3900.0,4500.0,4200.0
Himachal Pradesh,Kangra,Palampur,Beetroot,Beetroot,FAQ,4000.0,4200.0,4100.0
Himachal Pradesh,Kangra,Palampur,Bhindi(Ladies Finger),Other,FAQ,3800.0,4000.0,3900.0
Himachal Pradesh,Kangra,Palampur,Bitter gourd,Other,FAQ,4200.0,4500.0,4350.0
Himachal Pradesh,Kangra,Palampur,Bottle gourd,Bottle Gourd,FAQ,2600.0,3000.0,2800.0
Himachal Pradesh,Kangra,Palampur,Brinjal,Brinjal,FAQ,4000.0,4200.0,4100.0
Himachal Pradesh,Kangra,Palampur,Cabbage,Cabbage,FAQ,2000.0,2200.0,2100.0
Himachal Pradesh,Kangra,Palampur,Capsicum,Capsicum,FAQ,4500.0,4800.0,4650.0
Himachal Pradesh,Kangra,Palampur,Carrot,Carrot,FAQ,3500.0,3600.0,3550.0
Himachal Pradesh,Kangra,Palampur,Cauliflower,Cauliflower,FAQ,6000.0,6500.0,6250.0
Himachal Pradesh,Kangra,Palampur,Colacasia,Colacasia,FAQ,4000.0,4200.0,4100.0
Himachal Pradesh,Kangra,Palampur,Coriander(Leaves),Coriander,FAQ,15000.0,15200.0,15100.0
Himachal Pradesh,Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,3200.0,3500.0,3350.0
Himachal Pradesh,Kangra,Palampur,French Beans (Frasbean),Other,FAQ,6500.0,6800.0,6650.0
Himachal Pradesh,Kangra,Palampur,Garlic,Average,FAQ,9000.0,10000.0,9500.0
Himachal Pradesh,Kangra,Palampur,Green Chilli,Green Chilly,FAQ,7000.0,7200.0,7100.0
Himachal Pradesh,Kangra,Palampur,Karbuja(Musk Melon),Karbhuja,Medium,2400.0,2500.0,2450.0
Himachal Pradesh,Kangra,Palampur,Lemon,Other,FAQ,4500.0,4600.0,4550.0
Himachal Pradesh,Kangra,Palampur,Mango,Dusheri,Medium,4500.0,4600.0,4550.0
Himachal Pradesh,Kangra,Palampur,Mango,Safeda,Medium,8000.0,8200.0,8100.0
Himachal Pradesh,Kangra,Palampur,Mango,Totapuri,Medium,5500.0,5600.0,5550.0
Himachal Pradesh,Kangra,Palampur,Mashrooms,Other,FAQ,3500.0,3600.0,3550.0
Himachal Pradesh,Kangra,Palampur,Mousambi(Sweet Lime),Other,Medium,6000.0,6200.0,6100.0
Himachal Pradesh,Kangra,Palampur,Onion,Other,FAQ,2500.0,2600.0,2550.0
Himachal Pradesh,Kangra,Palampur,Papaya,Other,Medium,5500.0,6000.0,5750.0
Himachal Pradesh,Kangra,Palampur,Pear(Marasebu),Other,Medium,7500.0,8000.0,7750.0
Himachal Pradesh,Kangra,Palampur,Peas Wet,Other,FAQ,8500.0,8800.0,8650.0
Himachal Pradesh,Kangra,Palampur,Pineapple,Other,Medium,5000.0,5200.0,5100.0
Himachal Pradesh,Kangra,Palampur,Plum,Other,Medium,3600.0,4000.0,3800.0
Himachal Pradesh,Kangra,Palampur,Pomegranate,Other,Medium,13000.0,13500.0,13250.0
Himachal Pradesh,Kangra,Palampur,Potato,Other,FAQ,1900.0,2000.0,1950.0
Himachal Pradesh,Kangra,Palampur,Pumpkin,Other,FAQ,1200.0,1300.0,1250.0
Himachal Pradesh,Kangra,Palampur,Spinach,Spinach,FAQ,3000.0,3500.0,3250.0
Himachal Pradesh,Kangra,Palampur,Sponge gourd,Other,FAQ,4000.0,4500.0,4250.0
Himachal Pradesh,Kangra,Palampur,Tinda,Tinda,FAQ,3500.0,3600.0,3550.0
Himachal Pradesh,Kangra,Palampur,Tomato,Tomato,FAQ,7200.0,8000.0,7600.0
Himachal Pradesh,Kangra,Palampur,Water Melon,Other,Medium,1500.0,1700.0,1600.0
Himachal Pradesh,Kullu,Bandrol,Cabbage,Other,FAQ,500.0,700.0,600.0
Himachal Pradesh,Kullu,Bandrol,Cauliflower,Other,FAQ,1500.0,5000.0,3200.0
Himachal Pradesh,Kullu,Bandrol,Cucumbar(Kheera),Other,FAQ,1500.0,2500.0,2000.0
Himachal Pradesh,Kullu,Bandrol,French Beans (Frasbean),Other,FAQ,3000.0,4800.0,3900.0
Himachal Pradesh,Kullu,Bandrol,Garlic,Other,FAQ,4000.0,7000.0,5500.0
Himachal Pradesh,Kullu,Bandrol,Peach,Other,Medium,4000.0,7500.0,6000.0
Himachal Pradesh,Kullu,Bandrol,Pear(Marasebu),Other,Medium,5000.0,10400.0,8000.0
Himachal Pradesh,Kullu,Bandrol,Peas Wet,Other,FAQ,1700.0,4200.0,3000.0
Himachal Pradesh,Kullu,Bandrol,Plum,Plum,Medium,2500.0,6200.0,4200.0
Himachal Pradesh,Kullu,Bandrol,Potato,Other,FAQ,1000.0,2000.0,1500.0
Himachal Pradesh,Kullu,Bandrol,Tomato,Other,FAQ,6400.0,8000.0,7200.0
Himachal Pradesh,Kullu,Bhuntar,Apple,Apple,Medium,2000.0,8500.0,5200.0
Himachal Pradesh,Kullu,Bhuntar,Apricot(Jardalu/Khumani),Other,Medium,2000.0,4200.0,3600.0
Himachal Pradesh,Kullu,Bhuntar,Banana,Other,Medium,2820.0,3000.0,2910.0
Himachal Pradesh,Kullu,Bhuntar,Bhindi(Ladies Finger),Other,FAQ,4000.0,4500.0,4200.0
Himachal Pradesh,Kullu,Bhuntar,Bitter gourd,Bitter Gourd,FAQ,2500.0,3000.0,2700.0
Himachal Pradesh,Kullu,Bhuntar,Bottle gourd,Other,FAQ,2500.0,3000.0,2700.0
Himachal Pradesh,Kullu,Bhuntar,Brinjal,Other,FAQ,3000.0,3500.0,3200.0
Himachal Pradesh,Kullu,Bhuntar,Cabbage,Other,FAQ,500.0,600.0,550.0
Himachal Pradesh,Kullu,Bhuntar,Capsicum,Other,FAQ,5000.0,6000.0,5500.0
Himachal Pradesh,Kullu,Bhuntar,Carrot,Other,FAQ,2800.0,3000.0,2900.0
Himachal Pradesh,Kullu,Bhuntar,Cauliflower,Other,FAQ,1000.0,4500.0,2700.0
Himachal Pradesh,Kullu,Bhuntar,Coriander(Leaves),Other,FAQ,4000.0,5000.0,4500.0
Himachal Pradesh,Kullu,Bhuntar,Cucumbar(Kheera),Other,FAQ,2000.0,2500.0,2200.0
Himachal Pradesh,Kullu,Bhuntar,French Beans (Frasbean),Other,FAQ,4000.0,5000.0,4500.0
Himachal Pradesh,Kullu,Bhuntar,Garlic,Other,FAQ,2000.0,10000.0,6000.0
Himachal Pradesh,Kullu,Bhuntar,Grapes,Other,Medium,10000.0,12000.0,11000.0
Himachal Pradesh,Kullu,Bhuntar,Green Chilli,Other,FAQ,5500.0,6000.0,5700.0
Himachal Pradesh,Kullu,Bhuntar,Lemon,Other,FAQ,4500.0,5000.0,4700.0
Himachal Pradesh,Kullu,Bhuntar,Mango (Raw-Ripe),Other,FAQ,4000.0,10000.0,7000.0
Himachal Pradesh,Kullu,Bhuntar,Onion,Other,FAQ,2500.0,2800.0,2600.0
Himachal Pradesh,Kullu,Bhuntar,Papaya,Other,Medium,4500.0,4800.0,4600.0
Himachal Pradesh,Kullu,Bhuntar,Peach,Other,Medium,2000.0,3300.0,2600.0
Himachal Pradesh,Kullu,Bhuntar,Pear(Marasebu),Other,Medium,2500.0,12100.0,7000.0
Himachal Pradesh,Kullu,Bhuntar,Peas Wet,Other,FAQ,1500.0,5300.0,3000.0
Himachal Pradesh,Kullu,Bhuntar,Plum,Other,Medium,1500.0,5100.0,3000.0
Himachal Pradesh,Kullu,Bhuntar,Potato,Other,FAQ,1600.0,1800.0,1700.0
Himachal Pradesh,Kullu,Bhuntar,Pumpkin,Other,FAQ,2000.0,2500.0,2200.0
Himachal Pradesh,Kullu,Bhuntar,Raddish,Other,FAQ,2000.0,2500.0,2200.0
Himachal Pradesh,Kullu,Bhuntar,Spinach,Other,FAQ,2000.0,2500.0,2200.0
Himachal Pradesh,Kullu,Bhuntar,Squash(Chappal Kadoo),Other,FAQ,3000.0,3500.0,3200.0
Himachal Pradesh,Kullu,Bhuntar,Tomato,Other,FAQ,2000.0,9200.0,5100.0
Himachal Pradesh,Kullu,Bhuntar,Water Melon,Other,Medium,2000.0,2500.0,2200.0
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Cabbage,Other,FAQ,800.0,1000.0,900.0
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Cauliflower,Other,FAQ,1000.0,5000.0,4000.0
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Garlic,Other,FAQ,5000.0,8000.0,7000.0
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Plum,Other,Medium,2000.0,4500.0,3500.0
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Raddish,Other,FAQ,2600.0,2800.0,2700.0
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Squash(Chappal Kadoo),Other,FAQ,5500.0,6000.0,5800.0
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Tomato,Other,FAQ,7000.0,8000.0,7500.0
Himachal Pradesh,Kullu,Kullu(Patli Kuhal),Plum,Other,Medium,700.0,5500.0,3700.0
Himachal Pradesh,Sirmore,Paonta Sahib,Apple,Other,Medium,8000.0,12000.0,10000.0
Himachal Pradesh,Sirmore,Paonta Sahib,Banana,Other,Medium,4000.0,5000.0,4500.0
Himachal Pradesh,Sirmore,Paonta Sahib,Bhindi(Ladies Finger),Other,FAQ,2000.0,3000.0,2500.0
Himachal Pradesh,Sirmore,Paonta Sahib,Tomato,Other,FAQ,5000.0,6000.0,5500.0
Himachal Pradesh,Una,Santoshgarh,Apple,Other,Large,14500.0,14500.0,14500.0
Himachal Pradesh,Una,Santoshgarh,Bhindi(Ladies Finger),Bhindi,FAQ,2000.0,2000.0,2000.0
Himachal Pradesh,Una,Santoshgarh,Bitter gourd,Bitter Gourd,FAQ,3500.0,3500.0,3500.0
Himachal Pradesh,Una,Santoshgarh,Bottle gourd,Bottle Gourd,FAQ,1600.0,2500.0,2050.0
Himachal Pradesh,Una,Santoshgarh,Brinjal,Round/Long,FAQ,2500.0,2500.0,2500.0
Himachal Pradesh,Una,Santoshgarh,Capsicum,Capsicum,FAQ,6000.0,6000.0,6000.0
Himachal Pradesh,Una,Santoshgarh,Cauliflower,Cauliflower,FAQ,5000.0,5000.0,5000.0
Himachal Pradesh,Una,Santoshgarh,Cucumbar(Kheera),Cucumbar,FAQ,1600.0,3000.0,2300.0
Himachal Pradesh,Una,Santoshgarh,Green Chilli,Green Chilly,FAQ,3500.0,3700.0,3600.0
Himachal Pradesh,Una,Santoshgarh,Mango,Other,Medium,3200.0,3500.0,3350.0
Himachal Pradesh,Una,Santoshgarh,Onion,Onion,FAQ,1900.0,2200.0,2050.0
Himachal Pradesh,Una,Santoshgarh,Peas Wet,Peas Wet,FAQ,4500.0,4500.0,4500.0
Himachal Pradesh,Una,Santoshgarh,Plum,Other,Medium,4800.0,4800.0,4800.0
Himachal Pradesh,Una,Santoshgarh,Potato,Jyoti,FAQ,1000.0,1100.0,1050.0
Himachal Pradesh,Una,Santoshgarh,Potato,Other,FAQ,2000.0,2000.0,2000.0
Himachal Pradesh,Una,Santoshgarh,Pumpkin,Pumpkin,FAQ,1700.0,1800.0,1750.0
Himachal Pradesh,Una,Santoshgarh,Ridgeguard(Tori),Other,FAQ,3000.0,3000.0,3000.0
Himachal Pradesh,Una,Santoshgarh,Tomato,Tomato,FAQ,6000.0,8000.0,7000.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Apple,Delicious,Medium,15000.0,22000.0,18500.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Banana,Other,Medium,2600.0,3000.0,2800.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Cherry,Cherry,Medium,7000.0,15000.0,11000.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),French Beans (Frasbean),French Beans (Frasbean),FAQ,3200.0,5800.0,4500.0
