State,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price
Andhra Pradesh,Chittor,Chittoor,Gur(Jaggery),NO 2,FAQ,3200.0,3400.0,3200.0
Andhra Pradesh,Chittor,Chittoor,Mango,Neelam,Medium,700.0,1500.0,1200.0
Andhra Pradesh,Chittor,Chittoor,Mango,Totapuri,Medium,1400.0,1800.0,1600.0
Andhra Pradesh,Cuddapah,Cuddapah,Groundnut,Local,FAQ,4059.0,7589.0,7559.0
Andhra Pradesh,Cuddapah,Cuddapah,Turmeric,Bulb,FAQ,4778.0,6160.0,5845.0
Andhra Pradesh,Cuddapah,Cuddapah,Turmeric,Finger,FAQ,3012.0,6619.0,6175.0
Andhra Pradesh,East Godavari,Peddapuram,Paddy(Dhan)(Common),1001,FAQ,2040.0,2050.0,2045.0
Andhra Pradesh,East Godavari,Pithapuram,Paddy(Dhan)(Common),1001,FAQ,2040.0,2060.0,2050.0
Andhra Pradesh,East Godavari,Prattipadu,Paddy(Dhan)(Common),1001,FAQ,2040.0,2060.0,2050.0
Andhra Pradesh,East Godavari,Sampara,Paddy(Dhan)(Common),Swarna Masuri (New),FAQ,2150.0,2200.0,2180.0
Andhra Pradesh,Guntur,Duggirala,Turmeric,Bulb,FAQ,5600.0,6300.0,6000.0
Andhra Pradesh,Guntur,Duggirala,Turmeric,Finger,FAQ,5725.0,6300.0,6000.0
Andhra Pradesh,Guntur,Tenali,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8100.0,8300.0,8200.0
Andhra Pradesh,Guntur,Tenali,Lemon,Lemon,FAQ,1000.0,2500.0,1500.0
Andhra Pradesh,Kurnool,Alur,Jowar(Sorghum),Jowar ( White),FAQ,3020.0,3080.0,3050.0
Andhra Pradesh,Kurnool,Kurnool,Groundnut,Local,FAQ,6089.0,7921.0,7509.0
Andhra Pradesh,Visakhapatnam,Anakapally,Gur(Jaggery),NO 3,FAQ,3850.0,3950.0,3900.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Bottle gourd,Other,FAQ,1000.0,3000.0,2000.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Cauliflower,Other,FAQ,1000.0,4500.0,4000.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Cucumbar(Kheera),Other,FAQ,1500.0,2500.0,2000.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Green Chilli,Other,FAQ,1500.0,3000.0,2500.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Lemon,Other,FAQ,2000.0,3000.0,2600.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Mango,Other,Medium,1000.0,3500.0,3000.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Mousambi(Sweet Lime),Other,Medium,4000.0,5500.0,5000.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Onion,Other,FAQ,700.0,1700.0,1500.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Peas Wet,Other,FAQ,1000.0,3500.0,3000.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Plum,Other,Medium,3000.0,6000.0,5000.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Pomegranate,Other,Medium,5000.0,12000.0,10000.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Potato,Other,FAQ,500.0,1500.0,1200.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Pumpkin,Other,FAQ,800.0,1200.0,1000.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Tomato,Other,FAQ,2400.0,8800.0,8000.0
Chattisgarh,Balodabazar,Bhatgaon,Paddy(Dhan)(Common),Paddy,FAQ,1550.0,1650.0,1600.0
Chattisgarh,Balodabazar,Sarsiwan,Paddy(Dhan)(Common),Paddy,FAQ,1550.0,1650.0,1600.0
Chattisgarh,Balrampur,Ramanujganj,Maize,Local,FAQ,1970.0,1970.0,1970.0
Chattisgarh,Balrampur,Ramanujganj,Wheat,Local,FAQ,2130.0,2130.0,2130.0
Chattisgarh,Bastar,Bastar,Maize,Other,FAQ,1600.0,1700.0,1650.0
Chattisgarh,Bastar,Devda,Maize,Other,FAQ,1600.0,1700.0,1650.0
Chattisgarh,Bastar,Jagdalpur,Dry Chillies,Other,FAQ,7000.0,7000.0,7000.0
Chattisgarh,Bastar,Jaitgiri,Maize,Other,FAQ,1600.0,1700.0,1650.0
Chattisgarh,Bastar,Lohandiguda,Maize,Other,FAQ,1600.0,1700.0,1650.0
Chattisgarh,Bastar,Muli,Maize,Other,FAQ,1600.0,1700.0,1650.0
Chattisgarh,Bijapur,Bharamgarh,Mahua Seed(Hippe seed),Other,FAQ,1600.0,2000.0,1800.0
Chattisgarh,Bijapur,Bhopalpattnam,Mahua Seed(Hippe seed),Other,FAQ,1600.0,2000.0,1800.0
Chattisgarh,Bijapur,Bijapur,Mahua Seed(Hippe seed),Other,FAQ,1600.0,2000.0,1800.0
Chattisgarh,Bilaspur,Pendraroad,Paddy(Dhan)(Common),Other,FAQ,1500.0,1500.0,1500.0
Chattisgarh,Dantewada,Gidam,Mahua,Other,FAQ,1500.0,1700.0,1600.0
Chattisgarh,Durg,Durg,Apple,Apple,Medium,16000.0,20000.0,18000.0
Chattisgarh,Durg,Durg,Banana - Green,Banana - Green,FAQ,2200.0,2400.0,2300.0
Chattisgarh,Durg,Durg,Bhindi(Ladies Finger),Bhindi,FAQ,3700.0,4000.0,3850.0
Chattisgarh,Durg,Durg,Bitter gourd,Bitter Gourd,FAQ,6200.0,6600.0,6400.0
Chattisgarh,Durg,Durg,Bottle gourd,Bottle Gourd,FAQ,1600.0,2000.0,1800.0
Chattisgarh,Durg,Durg,Brinjal,Round/Long,FAQ,3000.0,3200.0,3100.0
Chattisgarh,Durg,Durg,Cabbage,Cabbage,FAQ,1500.0,1700.0,1600.0
Chattisgarh,Durg,Durg,Capsicum,Capsicum,FAQ,5000.0,5500.0,5250.0
Chattisgarh,Durg,Durg,Carrot,Carrot,FAQ,2800.0,3200.0,3000.0
Chattisgarh,Durg,Durg,Cauliflower,Cauliflower,FAQ,5200.0,5600.0,5400.0
Chattisgarh,Durg,Durg,Chikoos(Sapota),Sapota,Medium,4000.0,6000.0,5000.0
Chattisgarh,Durg,Durg,Coriander(Leaves),Coriander,FAQ,12000.0,14000.0,13000.0
Chattisgarh,Durg,Durg,Cucumbar(Kheera),Cucumbar,FAQ,2000.0,2500.0,2250.0
Chattisgarh,Durg,Durg,Garlic,Average,FAQ,10000.0,14000.0,12000.0
Chattisgarh,Durg,Durg,Green Chilli,Green Chilly,FAQ,9000.0,11000.0,10000.0
Chattisgarh,Durg,Durg,Guar,Gwar,FAQ,5200.0,5600.0,5400.0
Chattisgarh,Durg,Durg,Lemon,Lemon,FAQ,4000.0,6000.0,5000.0
Chattisgarh,Durg,Durg,Little gourd (Kundru),Little gourd (Kundru),FAQ,3800.0,4000.0,3900.0
Chattisgarh,Durg,Durg,Mango,Badami,Medium,5000.0,7000.0,6000.0
Chattisgarh,Durg,Durg,Mousambi(Sweet Lime),Mousambi,Medium,6000.0,8000.0,7000.0
Chattisgarh,Durg,Durg,Onion,Nasik,FAQ,1500.0,1700.0,1600.0
Chattisgarh,Durg,Durg,Papaya (Raw),Papaya (Raw),FAQ,1900.0,2000.0,1950.0
Chattisgarh,Durg,Durg,Pomegranate,Pomogranate,Medium,20000.0,24000.0,22000.0
Chattisgarh,Durg,Durg,Potato,Potato,FAQ,1600.0,1800.0,1700.0
Chattisgarh,Durg,Durg,Pumpkin,Pumpkin,FAQ,1200.0,1400.0,1300.0
Chattisgarh,Durg,Durg,Raddish,Raddish,FAQ,1500.0,1600.0,1550.0
Chattisgarh,Durg,Durg,Sweet Potato,Sweet Potato,FAQ,2400.0,2600.0,2500.0
Chattisgarh,Durg,Durg,Tinda,Tinda,FAQ,1600.0,1800.0,1700.0
Chattisgarh,Kanker,Charama,Paddy(Dhan)(Common),Other,FAQ,1980.0,1980.0,1980.0
Chattisgarh,Kanker,Lakhanpuri,Paddy(Dhan)(Common),Other,FAQ,1980.0,1980.0,1980.0
Chattisgarh,Kanker,Narharpur,Paddy(Dhan)(Common),Other,FAQ,1980.0,1980.0,1980.0
Chattisgarh,Koria,Baikunthpur,Kodo Millet(Varagu),Other,FAQ,1500.0,1500.0,1500.0
Chattisgarh,Koria,Baikunthpur,Maize,Other,FAQ,1965.0,1965.0,1965.0
Chattisgarh,Koria,Baikunthpur,Paddy(Dhan)(Common),Other,FAQ,2045.0,2045.0,2045.0
Chattisgarh,Koria,Manendragarh,Tobacco,Other,FAQ,5342.0,5342.0,5342.0
Chattisgarh,Mungeli,Lormi,Paddy(Dhan)(Common),Paddy fine,FAQ,1600.0,1750.0,1750.0
Chattisgarh,Narayanpur,Narayanpur,Millets,Other,FAQ,3000.0,3800.0,3500.0
Chattisgarh,Raigarh,Raigarh,Onion,Other,FAQ,1800.0,2000.0,1800.0
Chattisgarh,Raigarh,Raigarh,Potato,Other,FAQ,1200.0,1800.0,1500.0
Chattisgarh,Raigarh,Raigarh,Tomato,Other,FAQ,8000.0,9000.0,8000.0
Chattisgarh,Raipur,Abhanpur,Paddy(Dhan)(Common),I.R.-64,FAQ,1850.0,1850.0,1850.0
Goa,North Goa,Valpol,Arecanut(Betelnut/Supari),Red,FAQ,33500.0,33500.0,33500.0
Goa,North Goa,Valpol,Arecanut(Betelnut/Supari),Supari,FAQ,36500.0,36500.0,36500.0
Goa,North Goa,Valpol,Arecanut(Betelnut/Supari),White,FAQ,34500.0,34500.0,34500.0
Gujarat,Amreli,Babra,Cotton,Other,FAQ,7050.0,7100.0,7075.0
Gujarat,Amreli,Babra,Groundnut,Other,FAQ,6500.0,6700.0,6600.0
Gujarat,Amreli,Bagasara,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,4460.0,4535.0,4495.0
Gujarat,Amreli,Bagasara,Cotton,Other,FAQ,6250.0,6825.0,6535.0
Gujarat,Amreli,Bagasara,Soyabean,Yellow,FAQ,4560.0,4700.0,4630.0
Gujarat,Amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ,2250.0,2285.0,2265.0
Gujarat,Amreli,Dhari,Cotton,Other,FAQ,7140.0,7140.0,7140.0
Gujarat,Amreli,Dhari,Ground Nut Seed,Ground Nut Seed,FAQ,8250.0,8250.0,8250.0
Gujarat,Amreli,Savarkundla,Bajra(Pearl Millet/Cumbu),Deshi,FAQ,1900.0,2120.0,2010.0
Gujarat,Amreli,Savarkundla,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,4000.0,4750.0,4375.0
Gujarat,Amreli,Savarkundla,Cotton,Narma BT Cotton,FAQ,5000.0,7105.0,6053.0
Gujarat,Amreli,Savarkundla,Ground Nut Seed,Ground Nut Seed,FAQ,8000.0,10005.0,9003.0
Gujarat,Amreli,Savarkundla,Groundnut,Big (With Shell),FAQ,5755.0,7855.0,6805.0
Gujarat,Amreli,Savarkundla,Jowar(Sorghum),Jowar ( White),FAQ,2755.0,4950.0,3853.0
Gujarat,Amreli,Savarkundla,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,14500.0,16700.0,15600.0
Gujarat,Amreli,Savarkundla,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,14100.0,15630.0,14865.0
Gujarat,Amreli,Savarkundla,Wheat,Bansi,FAQ,2200.0,2500.0,2350.0
Gujarat,Amreli,Savarkundla,Wheat,Lokwan,FAQ,2175.0,2390.0,2283.0
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Bhindi(Ladies Finger),Bhindi,FAQ,3500.0,4000.0,3800.0
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Bottle gourd,Bottle Gourd,FAQ,2000.0,2500.0,2250.0
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Brinjal,Brinjal,FAQ,3000.0,3500.0,3250.0
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Cabbage,Cabbage,FAQ,750.0,1000.0,900.0
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Cauliflower,Cauliflower,FAQ,2000.0,2500.0,2250.0
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Green Chilli,Green Chilly,FAQ,5000.0,6000.0,5500.0
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Onion,Onion,FAQ,1500.0,2000.0,1800.0
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Potato,Potato,FAQ,1200.0,1300.0,1250.0
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Spinach,Spinach,FAQ,4500.0,5000.0,4800.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Apple,Other,Medium,15000.0,20250.0,17625.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Banana,Other,Medium,2000.0,2350.0,2175.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Bhindi(Ladies Finger),Other,FAQ,1500.0,2300.0,1900.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Bottle gourd,Other,FAQ,2000.0,2350.0,2175.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cabbage,Other,FAQ,1000.0,1350.0,1175.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cauliflower,Other,FAQ,3000.0,4250.0,3625.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Chikoos(Sapota),Other,Medium,3500.0,4350.0,3925.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Coriander(Leaves),Other,FAQ,7000.0,8200.0,7600.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cucumbar(Kheera),Other,FAQ,2000.0,2250.0,2125.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Gram Raw(Chholia),Other,FAQ,4000.0,5000.0,4500.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Green Chilli,Other,FAQ,4000.0,5000.0,4500.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Guar,Other,FAQ,1500.0,2400.0,1950.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Lemon,Other,FAQ,1500.0,2350.0,1925.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Mango,Other,Medium,2500.0,5000.0,3750.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Mousambi(Sweet Lime),Other,Medium,7000.0,7650.0,7325.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Onion,Other,FAQ,1000.0,1400.0,1200.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Onion Green,Other,FAQ,3500.0,4150.0,3825.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Papaya,Other,Medium,1500.0,2400.0,1950.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Pineapple,Other,Medium,5000.0,6200.0,5600.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Pointed gourd (Parval),Other,FAQ,3000.0,3700.0,3350.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Pomegranate,Other,Medium,10000.0,15000.0,12500.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Potato,Other,FAQ,500.0,1300.0,900.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Ridgeguard(Tori),Other,FAQ,4000.0,4750.0,4375.0
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Tomato,Other,FAQ,9000.0,10000.0,9500.0
Gujarat,Bharuch,Ankleshwar,Bhindi(Ladies Finger),Bhindi,FAQ,1600.0,2600.0,2000.0
Gujarat,Bharuch,Ankleshwar,Brinjal,Brinjal,FAQ,1200.0,4400.0,4300.0
Gujarat,Bharuch,Ankleshwar,Cabbage,Cabbage,FAQ,600.0,1200.0,1100.0
Gujarat,Bharuch,Ankleshwar,Coriander(Leaves),Coriander,FAQ,7000.0,9000.0,8000.0
Gujarat,Bharuch,Ankleshwar,Ginger(Green),Green Ginger,FAQ,11000.0,13000.0,12000.0
Gujarat,Bharuch,Ankleshwar,Green Chilli,Green Chilly,FAQ,4000.0,7800.0,5000.0
Gujarat,Bharuch,Ankleshwar,Lemon,Lemon,FAQ,2000.0,3200.0,2300.0
Gujarat,Bharuch,Ankleshwar,Surat Beans (Papadi),Surat Beans (Papadi),FAQ,3400.0,5000.0,4500.0
Gujarat,Bharuch,Ankleshwar,Tomato,Tomato,FAQ,6000.0,9000.0,7900.0
Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),Other,FAQ,5200.0,5600.0,5400.0
Gujarat,Bharuch,Jambusar,Bajra(Pearl Millet/Cumbu),Other,FAQ,2000.0,2200.0,2100.0
Gujarat,Bharuch,Jambusar,Castor Seed,Other,FAQ,4500.0,5300.0,4900.0
Gujarat,Bharuch,Jambusar,Cotton,Other,FAQ,5500.0,6100.0,5800.0
Gujarat,Bharuch,Jambusar,Jowar(Sorghum),Other,FAQ,3000.0,3600.0,3300.0
Gujarat,Bharuch,Jambusar,Maize,Other,FAQ,1500.0,1900.0,1700.0
Gujarat,Bharuch,Jambusar,Rice,Other,FAQ,3200.0,3600.0,3400.0
Gujarat,Bharuch,Jambusar,Wheat,Other,FAQ,2500.0,3100.0,2800.0
Gujarat,Bharuch,Jambusar(Kaavi),Arhar (Tur/Red Gram)(Whole),Other,FAQ,5800.0,6200.0,6000.0
Gujarat,Bharuch,Jambusar(Kaavi),Bajra(Pearl Millet/Cumbu),Other,FAQ,1700.0,2300.0,2000.0
Gujarat,Bharuch,Jambusar(Kaavi),Castor Seed,Other,FAQ,5000.0,5600.0,5300.0
Gujarat,Bharuch,Jambusar(Kaavi),Cotton,Other,FAQ,5800.0,6200.0,6000.0
Gujarat,Bharuch,Jambusar(Kaavi),Jowar(Sorghum),Other,FAQ,3100.0,3500.0,3300.0
Gujarat,Bharuch,Jambusar(Kaavi),Maize,Other,FAQ,1600.0,2000.0,1800.0
Gujarat,Bharuch,Jambusar(Kaavi),Rice,Other,FAQ,3200.0,3600.0,3400.0
Gujarat,Bhavnagar,Taleja,Bajra(Pearl Millet/Cumbu),Local,FAQ,2000.0,2205.0,2105.0
Gujarat,Bhavnagar,Taleja,Bengal Gram(Gram)(Whole),Other,FAQ,4125.0,5055.0,4590.0
Gujarat,Bhavnagar,Taleja,Black Gram (Urd Beans)(Whole),Local,FAQ,8505.0,8505.0,8505.0
Gujarat,Bhavnagar,Taleja,Castor Seed,Castor seed,FAQ,4055.0,5850.0,4955.0
Gujarat,Bhavnagar,Taleja,Corriander seed,Other,FAQ,5930.0,5930.0,5930.0
Gujarat,Bhavnagar,Taleja,Cotton,Shanker 6 (B) 30mm FIne,FAQ,5555.0,6875.0,6215.0
Gujarat,Bhavnagar,Taleja,Groundnut,Bold,FAQ,6275.0,7090.0,6685.0
Gujarat,Bhavnagar,Taleja,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,15805.0,15805.0,15805.0
Gujarat,Bhavnagar,Taleja,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,11430.0,15355.0,13395.0
Gujarat,Bhavnagar,Taleja,Wheat,Kalyan,FAQ,2225.0,2785.0,2505.0
Gujarat,Dahod,Dahod,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),FAQ,8000.0,8600.0,8200.0
Gujarat,Dahod,Dahod,Arhar (Tur/Red Gram)(Whole),Other,FAQ,8600.0,8900.0,8800.0
Gujarat,Dahod,Dahod,Bajra(Pearl Millet/Cumbu),Other,FAQ,1800.0,2300.0,2200.0
Gujarat,Dahod,Dahod,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,4875.0,4900.0,4885.0
Gujarat,Dahod,Dahod,Bengal Gram(Gram)(Whole),Other,FAQ,4900.0,4971.0,4950.0
Gujarat,Dahod,Dahod,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,5500.0,8000.0,7500.0
Gujarat,Dahod,Dahod,Castor Seed,Castor seed,FAQ,5300.0,5400.0,5350.0
Gujarat,Dahod,Dahod,Castor Seed,Other,FAQ,5150.0,5250.0,5200.0
Gujarat,Dahod,Dahod,Green Gram (Moong)(Whole),Green (Whole),FAQ,7300.0,7800.0,7600.0
Gujarat,Dahod,Dahod,Maize,White (SAFED),FAQ,2025.0,2850.0,2600.0
Gujarat,Dahod,Dahod,Maize,Yellow,FAQ,2075.0,2200.0,2150.0
Gujarat,Dahod,Dahod,Paddy(Dhan)(Common),Paddy Coarse,FAQ,1875.0,1900.0,1890.0
Gujarat,Dahod,Dahod,Paddy(Dhan)(Common),Paddy fine,FAQ,2050.0,2100.0,2075.0
Gujarat,Dahod,Dahod,Rice,Coarse,FAQ,4500.0,5500.0,5200.0
Gujarat,Dahod,Dahod,Soyabean,Soyabeen,FAQ,4900.0,5005.0,4975.0
Gujarat,Dahod,Dahod,Wheat,147 Average,FAQ,2500.0,2615.0,2575.0
Gujarat,Dahod,Dahod,Wheat,Lokwan,FAQ,2380.0,2500.0,2480.0
Gujarat,Dahod,Dahod(Veg. Market),Bhindi(Ladies Finger),Bhindi,FAQ,1500.0,2500.0,2000.0
Gujarat,Dahod,Dahod(Veg. Market),Bitter gourd,Bitter Gourd,FAQ,2000.0,3500.0,2500.0
Gujarat,Dahod,Dahod(Veg. Market),Bottle gourd,Bottle Gourd,FAQ,1000.0,2300.0,1500.0
Gujarat,Dahod,Dahod(Veg. Market),Brinjal,Brinjal,FAQ,1000.0,3000.0,2000.0
Gujarat,Dahod,Dahod(Veg. Market),Cabbage,Cabbage,FAQ,1000.0,1700.0,1500.0
Gujarat,Dahod,Dahod(Veg. Market),Carrot,Carrot,FAQ,2000.0,3000.0,2500.0
Gujarat,Dahod,Dahod(Veg. Market),Cauliflower,Cauliflower,FAQ,1500.0,4500.0,2500.0
Gujarat,Dahod,Dahod(Veg. Market),Coriander(Leaves),Coriander,FAQ,5000.0,12000.0,9000.0
Gujarat,Dahod,Dahod(Veg. Market),Cucumbar(Kheera),Cucumbar,FAQ,1500.0,4000.0,2500.0
Gujarat,Dahod,Dahod(Veg. Market),Drumstick,Other,FAQ,2500.0,4000.0,3250.0
Gujarat,Dahod,Dahod(Veg. Market),Elephant Yam (Suran),Other,FAQ,2500.0,4000.0,3500.0
Gujarat,Dahod,Dahod(Veg. Market),French Beans (Frasbean),Other,FAQ,10000.0,10000.0,10000.0
Gujarat,Dahod,Dahod(Veg. Market),Garlic,Other,FAQ,6000.0,12000.0,9000.0
Gujarat,Dahod,Dahod(Veg. Market),Ginger(Green),Green Ginger,FAQ,14000.0,16000.0,15000.0
Gujarat,Dahod,Dahod(Veg. Market),Green Chilli,Green Chilly,FAQ,2500.0,5500.0,4000.0
Gujarat,Dahod,Dahod(Veg. Market),Lemon,Other,FAQ,3000.0,5000.0,4000.0
Gujarat,Dahod,Dahod(Veg. Market),Little gourd (Kundru),Other,FAQ,2000.0,3500.0,2500.0
Gujarat,Dahod,Dahod(Veg. Market),Mint(Pudina),Mint(Pudina),FAQ,3000.0,5000.0,4000.0
Gujarat,Dahod,Dahod(Veg. Market),Onion,Onion,FAQ,700.0,1500.0,1250.0
Gujarat,Dahod,Dahod(Veg. Market),Pointed gourd (Parval),Other,FAQ,2000.0,3000.0,2500.0
Gujarat,Dahod,Dahod(Veg. Market),Potato,Potato,FAQ,1000.0,1400.0,1250.0
Gujarat,Dahod,Dahod(Veg. Market),Pumpkin,Pumpkin,FAQ,1000.0,1500.0,1250.0
Gujarat,Dahod,Dahod(Veg. Market),Ridgeguard(Tori),Ridgeguard(Tori),FAQ,1500.0,3500.0,2500.0
Gujarat,Dahod,Dahod(Veg. Market),Tinda,Tinda,FAQ,1500.0,2500.0,2000.0
Gujarat,Dahod,Dahod(Veg. Market),Tomato,Tomato,FAQ,3000.0,8000.0,5000.0
Gujarat,Dahod,Davgadbaria(Piplod),Maize,Deshi White,FAQ,2010.0,2030.0,2020.0
Gujarat,Dahod,Devgadhbaria,Paddy(Dhan)(Common),Common,FAQ,1350.0,1370.0,1360.0
Gujarat,Dahod,Limkheda,Maize,Other,FAQ,2160.0,2340.0,2250.0
Gujarat,Dahod,Limkheda,Paddy(Dhan)(Common),Other,FAQ,1580.0,1770.0,1675.0
Gujarat,Dahod,Limkheda,Wheat,Other,FAQ,1950.0,2250.0,2100.0
Gujarat,Gandhinagar,Dehgam,Bajra(Pearl Millet/Cumbu),Other,FAQ,2120.0,2165.0,2142.0
Gujarat,Gandhinagar,Dehgam,Castor Seed,Other,FAQ,5700.0,5775.0,5737.0
Gujarat,Gandhinagar,Dehgam,Guar,Other,FAQ,4950.0,5200.0,5075.0
Gujarat,Gandhinagar,Dehgam,Paddy(Dhan)(Common),Other,FAQ,1750.0,2000.0,1875.0
Gujarat,Gandhinagar,Dehgam,Wheat,Other,FAQ,2225.0,2300.0,2262.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Bhindi(Ladies Finger),Other,FAQ,3000.0,3000.0,3000.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Bitter gourd,Other,FAQ,5000.0,5000.0,5000.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Bottle gourd,Other,FAQ,1000.0,1500.0,1250.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,Brinjal,FAQ,3000.0,3000.0,3000.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,Round,FAQ,1500.0,3000.0,2500.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,Round/Long,FAQ,2000.0,2500.0,2250.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Cabbage,Other,FAQ,1200.0,1200.0,1200.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Cauliflower,Other,FAQ,5000.0,5000.0,5000.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Green Chilli,Other,FAQ,5000.0,6000.0,5500.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Guar,Other,FAQ,5000.0,6000.0,5500.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Ridgeguard(Tori),Other,FAQ,5000.0,5000.0,5000.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Tomato,Other,FAQ,10500.0,11000.0,10750.0
Gujarat,Jamnagar,Dhrol,Arhar (Tur/Red Gram)(Whole),Other,FAQ,6250.0,7375.0,6815.0
Gujarat,Jamnagar,Dhrol,Bengal Gram(Gram)(Whole),Other,FAQ,4100.0,4560.0,4330.0
Gujarat,Jamnagar,Dhrol,Castor Seed,Other,FAQ,4250.0,4620.0,4435.0
Gujarat,Jamnagar,Dhrol,Cotton,Other,FAQ,5500.0,7185.0,6345.0
Gujarat,Jamnagar,Dhrol,Cummin Seed(Jeera),Other,FAQ,42500.0,55075.0,48790.0
Gujarat,Jamnagar,Dhrol,Groundnut,Other,FAQ,5200.0,6910.0,6055.0
Gujarat,Jamnagar,Dhrol,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,12700.0,14775.0,13740.0
Gujarat,Jamnagar,Dhrol,Wheat,Other,FAQ,1750.0,2235.0,1995.0
Gujarat,Junagarh,Visavadar,Arhar (Tur/Red Gram)(Whole),Other,FAQ,8500.0,9730.0,9115.0
Gujarat,Junagarh,Visavadar,Castor Seed,Other,FAQ,4775.0,5355.0,5065.0
Gujarat,Junagarh,Visavadar,Corriander seed,Other,FAQ,5375.0,6205.0,5790.0
Gujarat,Junagarh,Visavadar,Green Gram (Moong)(Whole),Other,FAQ,6875.0,7755.0,7315.0
Gujarat,Junagarh,Visavadar,Ground Nut Seed,Ground Nut Seed,FAQ,9000.0,9530.0,9265.0
Gujarat,Junagarh,Visavadar,Groundnut,Other,FAQ,5050.0,6780.0,5915.0
Gujarat,Junagarh,Visavadar,Groundnut (Split),Groundnut(Split),FAQ,7250.0,8230.0,7740.0
